full_date,year_num,quarter,month_num,month_name,region,state,city,category,sub_category,sales,profit,units,orders
2014-01-20,2014,1,1,January,Central,Michigan,Westland,Office Supplies,Storage,80.5600,20.0334,3,1
2014-01-20,2014,1,1,January,South,Arkansas,Jonesboro,Furniture,Chairs,1067.9400,224.2674,3,1
2014-01-20,2014,1,1,January,South,Arkansas,Jonesboro,Furniture,Furnishings,38.6000,11.5800,4,1
2014-01-20,2014,1,1,January,South,Arkansas,Jonesboro,Office Supplies,Art,29.5900,8.4485,10,1
2014-01-20,2014,1,1,January,South,Arkansas,Jonesboro,Office Supplies,Envelopes,23.3400,10.9698,3,1
2014-01-20,2014,1,1,January,South,Arkansas,Jonesboro,Technology,Phones,699.9300,181.9818,7,1
2014-01-20,2014,1,1,January,South,Tennessee,Smyrna,Office Supplies,Binders,67.1940,-51.5154,1,1
2014-01-20,2014,1,1,January,West,California,Los Angeles,Furniture,Furnishings,19.3000,5.7900,2,1
2014-01-20,2014,1,1,January,West,California,Los Angeles,Office Supplies,Paper,19.3600,9.2928,2,1
2014-01-21,2014,1,1,January,South,Florida,Miami,Furniture,Furnishings,25.2480,4.1028,3,1
2014-01-23,2014,1,1,January,Central,Indiana,Lafayette,Office Supplies,Fasteners,5.9400,0.0000,3,1
2014-01-23,2014,1,1,January,West,Nevada,Las Vegas,Office Supplies,Paper,40.0800,19.2384,6,1
2014-01-26,2014,1,1,January,Central,South Dakota,Rapid City,Furniture,Bookcases,141.9600,39.7488,2,1
2014-01-26,2014,1,1,January,Central,South Dakota,Rapid City,Office Supplies,Binders,10.6800,5.0196,2,1
2014-01-26,2014,1,1,January,South,Virginia,Alexandria,Furniture,Furnishings,75.2400,35.2530,6,1
2014-01-26,2014,1,1,January,South,Virginia,Alexandria,Office Supplies,Paper,36.1200,17.6712,5,1
2014-01-26,2014,1,1,January,South,Virginia,Alexandria,Office Supplies,Storage,489.9200,0.0000,8,1
2014-01-26,2014,1,1,January,South,Virginia,Alexandria,Technology,Phones,343.3300,52.6344,15,1
2014-01-27,2014,1,1,January,West,California,San Diego,Furniture,Tables,333.0000,-16.6500,3,1
2014-01-27,2014,1,1,January,West,California,San Diego,Office Supplies,Art,36.4400,12.0252,4,1
2014-01-27,2014,1,1,January,West,California,San Diego,Office Supplies,Storage,57.2300,14.3075,1,1
2014-01-28,2014,1,1,January,East,New York,New York City,Office Supplies,Binders,3.9280,1.3257,1,1
2014-01-30,2014,1,1,January,Central,Michigan,Detroit,Office Supplies,Paper,10.5600,4.7520,2,1
2014-01-30,2014,1,1,January,Central,Michigan,Detroit,Office Supplies,Storage,229.9400,6.8982,2,1
2014-01-31,2014,1,1,January,West,California,Mission Viejo,Furniture,Bookcases,290.6660,3.4196,2,1
2014-02-01,2014,1,2,February,Central,Wisconsin,Green Bay,Technology,Accessories,468.9000,206.3160,6,1
2014-02-02,2014,1,2,February,South,Florida,Saint Petersburg,Office Supplies,Binders,18.3360,-12.2240,2,1
2014-02-02,2014,1,2,February,South,Florida,Saint Petersburg,Technology,Phones,180.9600,13.5720,5,1
2014-02-02,2014,1,2,February,West,California,San Diego,Office Supplies,Fasteners,12.3500,5.8045,5,1
2014-02-03,2014,1,2,February,West,Washington,Seattle,Office Supplies,Binders,97.1120,31.5614,5,1
2014-02-04,2014,1,2,February,West,California,Escondido,Office Supplies,Binders,17.2480,6.0368,2,1
2014-02-04,2014,1,2,February,West,California,San Diego,Office Supplies,Binders,82.8960,29.0136,3,1
2014-02-04,2014,1,2,February,West,California,San Diego,Office Supplies,Paper,34.2400,16.0928,4,1
2014-02-06,2014,1,2,February,Central,Illinois,Romeoville,Office Supplies,Binders,8.9520,-14.7708,2,1
2014-02-06,2014,1,2,February,South,Virginia,Chesapeake,Office Supplies,Labels,15.0000,7.2000,4,1
2014-02-06,2014,1,2,February,South,Virginia,Chesapeake,Technology,Phones,306.5600,84.0541,6,1
2014-02-07,2014,1,2,February,East,New Jersey,Linden,Technology,Accessories,115.3600,49.6048,7,1
2014-02-07,2014,1,2,February,East,New York,New York City,Office Supplies,Storage,64.9600,9.7440,4,1
2014-02-08,2014,1,2,February,West,Nevada,North Las Vegas,Furniture,Furnishings,14.5600,5.5328,2,1
2014-02-11,2014,1,2,February,Central,Missouri,Columbia,Furniture,Chairs,60.8900,15.2225,1,1
2014-02-11,2014,1,2,February,Central,Missouri,Columbia,Furniture,Furnishings,332.9400,53.2704,3,1
2014-02-11,2014,1,2,February,Central,Missouri,Columbia,Office Supplies,Binders,61.5400,28.8274,5,1
2014-02-11,2014,1,2,February,Central,Missouri,Columbia,Office Supplies,Labels,14.9400,6.8724,3,1
2014-02-11,2014,1,2,February,Central,Missouri,Columbia,Office Supplies,Storage,64.9600,2.5984,2,1
2014-02-11,2014,1,2,February,South,Virginia,Chesapeake,Furniture,Tables,1256.2200,75.3732,6,1
2014-02-11,2014,1,2,February,South,Virginia,Chesapeake,Office Supplies,Binders,17.4600,8.2062,2,1
2014-02-11,2014,1,2,February,South,Virginia,Chesapeake,Technology,Accessories,234.4500,103.1580,3,1
2014-02-12,2014,1,2,February,West,California,Concord,Furniture,Chairs,129.5680,-24.2940,2,1
2014-02-14,2014,1,2,February,Central,Texas,Houston,Office Supplies,Paper,16.1760,6.0660,3,1
2014-02-14,2014,1,2,February,West,Washington,Seattle,Office Supplies,Appliances,81.9600,22.9488,2,1
2014-02-14,2014,1,2,February,West,Washington,Seattle,Office Supplies,Supplies,238.6200,4.7724,2,1
2014-02-14,2014,1,2,February,West,Washington,Seattle,Technology,Accessories,239.9700,86.3892,3,1
2014-02-15,2014,1,2,February,West,Washington,Seattle,Office Supplies,Binders,21.3600,7.2090,5,1
2014-02-16,2014,1,2,February,Central,Texas,Dallas,Office Supplies,Appliances,7.9600,-13.9300,2,1
2014-02-16,2014,1,2,February,Central,Texas,Dallas,Office Supplies,Binders,1.0800,-1.7280,3,1
2014-02-17,2014,1,2,February,Central,Illinois,Chicago,Office Supplies,Art,54.2080,8.8088,14,1
2014-02-18,2014,1,2,February,Central,Texas,Arlington,Office Supplies,Storage,12.6240,-2.5248,2,1
2014-02-18,2014,1,2,February,Central,Texas,Lubbock,Furniture,Furnishings,25.1600,-11.3220,5,1
2014-02-20,2014,1,2,February,Central,Indiana,Richmond,Furniture,Furnishings,20.3200,6.9088,4,1
2014-02-20,2014,1,2,February,Central,Indiana,Richmond,Technology,Accessories,62.3100,22.4316,3,1
2014-02-20,2014,1,2,February,West,California,Los Angeles,Office Supplies,Paper,12.9600,6.2208,2,1
2014-02-21,2014,1,2,February,Central,Illinois,Woodstock,Office Supplies,Binders,8.8500,-13.7175,5,1
2014-02-22,2014,1,2,February,West,California,Moreno Valley,Office Supplies,Paper,19.4400,9.3312,3,1
2014-02-23,2014,1,2,February,Central,Texas,El Paso,Office Supplies,Binders,4.4280,-6.8634,3,1
2014-02-23,2014,1,2,February,Central,Texas,El Paso,Office Supplies,Labels,6.9360,2.3409,3,1
2014-02-24,2014,1,2,February,West,Oregon,Medford,Office Supplies,Paper,55.6720,18.7893,7,1
2014-02-27,2014,1,2,February,East,Ohio,Columbus,Office Supplies,Art,19.4560,3.4048,4,1
2014-03-01,2014,1,3,March,Central,Illinois,Elmhurst,Furniture,Chairs,634.1160,-172.1172,6,1
2014-03-01,2014,1,3,March,Central,Illinois,Elmhurst,Office Supplies,Paper,17.4720,5.6784,3,1
2014-03-01,2014,1,3,March,Central,Texas,El Paso,Furniture,Chairs,362.2500,0.0000,6,1
2014-03-01,2014,1,3,March,Central,Texas,El Paso,Furniture,Furnishings,63.5520,-34.9536,6,1
2014-03-01,2014,1,3,March,Central,Texas,El Paso,Office Supplies,Fasteners,18.8400,-3.5325,5,1
2014-03-01,2014,1,3,March,Central,Texas,El Paso,Office Supplies,Storage,129.5520,-22.6716,3,1
2014-03-01,2014,1,3,March,Central,Texas,Houston,Furniture,Tables,376.5090,-43.0296,3,1
2014-03-01,2014,1,3,March,Central,Texas,Houston,Office Supplies,Storage,137.3520,8.5845,3,1
2014-03-01,2014,1,3,March,East,New York,New York City,Technology,Phones,5.9400,1.6038,3,1
2014-03-01,2014,1,3,March,West,Washington,Seattle,Furniture,Chairs,457.5680,51.4764,2,1
2014-03-02,2014,1,3,March,East,New York,New York City,Office Supplies,Envelopes,11.3600,5.3392,2,1
2014-03-02,2014,1,3,March,East,New York,New York City,Office Supplies,Paper,36.4000,17.4720,5,1
2014-03-02,2014,1,3,March,East,Pennsylvania,Philadelphia,Office Supplies,Paper,3.4240,1.0700,1,1
2014-03-02,2014,1,3,March,East,Pennsylvania,Philadelphia,Technology,Accessories,151.2000,32.1300,3,1
2014-03-03,2014,1,3,March,Central,Texas,Houston,Office Supplies,Appliances,176.7720,-459.6072,3,1
2014-03-03,2014,1,3,March,East,New York,New York City,Office Supplies,Binders,151.0800,50.0505,8,1
2014-03-03,2014,1,3,March,East,New York,New York City,Technology,Phones,9.9900,4.5954,1,1
2014-03-03,2014,1,3,March,East,Ohio,Columbus,Furniture,Bookcases,302.4500,-199.6170,5,1
2014-03-03,2014,1,3,March,East,Ohio,Columbus,Office Supplies,Labels,15.1200,4.9140,3,1
2014-03-03,2014,1,3,March,East,Ohio,Columbus,Office Supplies,Storage,44.6720,-10.0512,8,1
2014-03-03,2014,1,3,March,South,North Carolina,Wilmington,Office Supplies,Art,19.4560,3.4048,4,1
2014-03-03,2014,1,3,March,West,California,San Diego,Furniture,Tables,626.3520,-23.4882,3,1
2014-03-04,2014,1,3,March,South,Florida,Margate,Office Supplies,Art,15.5520,2.3328,3,1
2014-03-04,2014,1,3,March,South,South Carolina,Columbia,Office Supplies,Storage,354.9000,17.7450,5,1
2014-03-05,2014,1,3,March,East,New York,Yonkers,Office Supplies,Art,59.5200,15.4752,3,1
2014-03-05,2014,1,3,March,East,New York,Yonkers,Office Supplies,Binders,49.6320,16.7508,6,1
2014-03-05,2014,1,3,March,East,New York,Yonkers,Office Supplies,Paper,97.8200,45.9754,2,1
2014-03-05,2014,1,3,March,East,New York,Yonkers,Office Supplies,Supplies,18.6200,5.3998,2,1
2014-03-05,2014,1,3,March,East,New York,Yonkers,Technology,Accessories,479.9700,177.5889,3,1
2014-03-07,2014,1,3,March,West,Washington,Des Moines,Office Supplies,Binders,107.6480,33.6400,2,1
2014-03-07,2014,1,3,March,West,Washington,Seattle,Furniture,Chairs,966.9840,81.4917,9,2
2014-03-07,2014,1,3,March,West,Washington,Seattle,Office Supplies,Art,38.5900,14.1634,8,2
2014-03-07,2014,1,3,March,West,Washington,Seattle,Office Supplies,Storage,447.8400,4.8588,8,2
2014-03-10,2014,1,3,March,Central,Michigan,Royal Oak,Office Supplies,Paper,22.3800,10.7424,2,1
2014-03-10,2014,1,3,March,West,Colorado,Denver,Office Supplies,Art,83.1680,9.3564,4,1
2014-03-10,2014,1,3,March,West,Colorado,Denver,Office Supplies,Storage,636.4080,-15.9102,3,1
2014-03-11,2014,1,3,March,East,New York,New York City,Office Supplies,Paper,108.9200,49.0140,14,1
2014-03-11,2014,1,3,March,East,Ohio,Columbus,Furniture,Furnishings,8.3200,2.2880,5,1
2014-03-11,2014,1,3,March,East,Ohio,Columbus,Office Supplies,Fasteners,10.4640,1.7004,6,1
2014-03-11,2014,1,3,March,South,Kentucky,Richmond,Office Supplies,Appliances,146.7600,38.1576,3,1
2014-03-11,2014,1,3,March,South,Kentucky,Richmond,Office Supplies,Paper,14.9400,7.0218,3,1
2014-03-11,2014,1,3,March,South,Kentucky,Richmond,Technology,Accessories,32.9600,14.1728,2,1
2014-03-11,2014,1,3,March,South,Kentucky,Richmond,Technology,Phones,587.9700,164.6316,3,1
2014-03-11,2014,1,3,March,West,California,Roseville,Office Supplies,Art,7.9800,2.0748,3,1
2014-03-14,2014,1,3,March,Central,Illinois,Chicago,Office Supplies,Paper,8.4480,2.6400,2,1
2014-03-14,2014,1,3,March,Central,Illinois,Chicago,Technology,Machines,574.9100,156.0470,2,1
2014-03-14,2014,1,3,March,South,Florida,Jacksonville,Office Supplies,Paper,91.0560,31.8696,6,1
2014-03-14,2014,1,3,March,South,Virginia,Chesapeake,Furniture,Chairs,1139.9200,284.9800,4,1
2014-03-14,2014,1,3,March,West,California,Huntington Beach,Office Supplies,Art,3.3800,1.2506,1,1
2014-03-14,2014,1,3,March,West,California,Huntington Beach,Office Supplies,Paper,10.5600,4.7520,2,1
2014-03-14,2014,1,3,March,West,Utah,Logan,Office Supplies,Binders,95.1360,31.3328,6,1
2014-03-14,2014,1,3,March,West,Utah,Logan,Office Supplies,Storage,102.3400,9.0064,3,1
2014-03-14,2014,1,3,March,West,Utah,Logan,Technology,Accessories,82.8000,6.6240,12,1
2014-03-15,2014,1,3,March,South,Florida,Tampa,Furniture,Furnishings,45.6960,5.1408,3,1
2014-03-15,2014,1,3,March,South,Florida,Tampa,Office Supplies,Binders,50.4060,-37.2050,7,1
2014-03-15,2014,1,3,March,South,Florida,Tampa,Office Supplies,Paper,131.9040,47.8152,3,1
2014-03-15,2014,1,3,March,South,Florida,Tampa,Office Supplies,Storage,142.7760,17.8470,1,1
2014-03-16,2014,1,3,March,South,North Carolina,Raleigh,Technology,Phones,471.9200,29.4950,2,1
2014-03-17,2014,1,3,March,Central,Minnesota,Lakeville,Office Supplies,Appliances,93.7800,36.5742,2,1
2014-03-17,2014,1,3,March,Central,Minnesota,Lakeville,Office Supplies,Art,19.6800,5.7072,6,1
2014-03-17,2014,1,3,March,Central,Minnesota,Lakeville,Office Supplies,Binders,89.2800,42.3204,16,1
2014-03-17,2014,1,3,March,Central,Minnesota,Lakeville,Office Supplies,Paper,47.1800,23.5900,7,1
2014-03-17,2014,1,3,March,Central,Texas,Dallas,Office Supplies,Art,4.4480,0.3336,2,1
2014-03-17,2014,1,3,March,Central,Texas,Dallas,Office Supplies,Paper,20.7360,7.3224,4,1
2014-03-17,2014,1,3,March,East,New York,New York City,Furniture,Tables,3265.2300,-1124.0239,14,1
2014-03-17,2014,1,3,March,East,New York,New York City,Office Supplies,Paper,189.9000,92.3538,11,1
2014-03-17,2014,1,3,March,East,Pennsylvania,Philadelphia,Office Supplies,Paper,126.6240,41.1528,6,1
2014-03-17,2014,1,3,March,South,Mississippi,Jackson,Office Supplies,Appliances,32.6700,8.4942,3,1
2014-03-17,2014,1,3,March,South,Mississippi,Jackson,Office Supplies,Binders,41.8700,20.2877,5,1
2014-03-17,2014,1,3,March,South,Mississippi,Jackson,Office Supplies,Paper,28.9600,14.0304,6,1
2014-03-18,2014,1,3,March,South,Florida,Jacksonville,Furniture,Furnishings,153.1200,23.3706,5,1
2014-03-18,2014,1,3,March,South,Florida,Jacksonville,Office Supplies,Art,8.0160,1.0020,3,1
2014-03-18,2014,1,3,March,South,Florida,Jacksonville,Office Supplies,Fasteners,18.9360,5.9175,3,1
2014-03-18,2014,1,3,March,South,Florida,Jacksonville,Office Supplies,Paper,21.3760,7.4816,4,1
2014-03-18,2014,1,3,March,South,Florida,Jacksonville,Technology,Machines,23459.7800,-1827.5044,10,1
2014-03-18,2014,1,3,March,West,California,Burbank,Furniture,Furnishings,111.0000,14.4300,2,1
2014-03-18,2014,1,3,March,West,California,Burbank,Office Supplies,Storage,1856.1900,334.1142,7,1
2014-03-18,2014,1,3,March,West,California,Burbank,Technology,Machines,1279.9680,415.9896,4,1
2014-03-18,2014,1,3,March,West,California,San Francisco,Furniture,Bookcases,1198.3300,70.4900,10,1
2014-03-19,2014,1,3,March,South,Florida,Lakeland,Furniture,Furnishings,25.0080,6.8772,6,1
2014-03-19,2014,1,3,March,South,Florida,Lakeland,Office Supplies,Binders,33.5700,-25.7370,5,1
2014-03-19,2014,1,3,March,South,Florida,Lakeland,Office Supplies,Labels,11.8080,3.9852,4,1
2014-03-19,2014,1,3,March,South,Florida,Lakeland,Office Supplies,Storage,26.1600,1.9620,3,1
2014-03-19,2014,1,3,March,South,Florida,Lakeland,Technology,Accessories,170.2400,53.2000,2,1
2014-03-19,2014,1,3,March,South,Florida,Lakeland,Technology,Phones,323.9760,28.3479,3,1
2014-03-21,2014,1,3,March,East,Ohio,Hamilton,Office Supplies,Art,13.4560,2.7914,5,1
2014-03-21,2014,1,3,March,South,North Carolina,Asheville,Office Supplies,Storage,16.2720,-3.8646,1,1
2014-03-21,2014,1,3,March,South,Tennessee,Knoxville,Furniture,Chairs,218.3760,-10.9188,3,1
2014-03-21,2014,1,3,March,South,Tennessee,Knoxville,Furniture,Furnishings,32.9520,6.5904,3,1
2014-03-21,2014,1,3,March,South,Tennessee,Knoxville,Office Supplies,Labels,59.2000,22.2000,5,1
2014-03-21,2014,1,3,March,South,Virginia,Springfield,Office Supplies,Art,9.3200,2.7028,4,1
2014-03-21,2014,1,3,March,South,Virginia,Springfield,Office Supplies,Binders,122.9400,59.0112,3,1
2014-03-21,2014,1,3,March,South,Virginia,Springfield,Office Supplies,Labels,14.4000,6.6240,5,1
2014-03-21,2014,1,3,March,South,Virginia,Springfield,Office Supplies,Paper,122.9700,60.2553,3,1
2014-03-21,2014,1,3,March,South,Virginia,Springfield,Technology,Phones,3499.9300,909.9818,7,1
2014-03-22,2014,1,3,March,Central,Indiana,Portage,Office Supplies,Art,16.2800,6.5120,2,1
2014-03-22,2014,1,3,March,South,North Carolina,Greensboro,Office Supplies,Binders,59.1090,-45.3169,9,1
2014-03-22,2014,1,3,March,West,Arizona,Tucson,Furniture,Chairs,314.3520,-35.3646,3,1
2014-03-22,2014,1,3,March,West,Arizona,Tucson,Office Supplies,Paper,74.3520,23.2350,3,1
2014-03-23,2014,1,3,March,South,Florida,Delray Beach,Office Supplies,Labels,9.9120,3.2214,3,1
2014-03-23,2014,1,3,March,West,California,Los Angeles,Office Supplies,Storage,330.4000,85.9040,2,1
2014-03-23,2014,1,3,March,West,California,Los Angeles,Technology,Phones,604.7520,37.7970,6,1
2014-03-24,2014,1,3,March,East,New York,New York City,Office Supplies,Paper,24.9000,11.7030,5,1
2014-03-24,2014,1,3,March,West,California,Fresno,Furniture,Furnishings,40.4800,14.5728,2,1
2014-03-25,2014,1,3,March,East,New York,New York City,Furniture,Chairs,366.7860,65.2064,7,1
2014-03-25,2014,1,3,March,West,California,San Francisco,Office Supplies,Art,46.8800,15.5440,10,1
2014-03-25,2014,1,3,March,West,California,San Francisco,Technology,Accessories,45.4800,15.9180,4,1
2014-03-26,2014,1,3,March,West,California,Los Angeles,Technology,Accessories,66.3000,8.6190,3,1
2014-03-26,2014,1,3,March,West,California,Pomona,Office Supplies,Labels,18.7500,9.0000,5,1
2014-03-26,2014,1,3,March,West,California,San Francisco,Office Supplies,Art,3.3600,0.8400,2,1
2014-03-26,2014,1,3,March,West,California,San Francisco,Office Supplies,Binders,27.9360,9.4284,4,1
2014-03-26,2014,1,3,March,West,California,San Francisco,Technology,Phones,28.7840,2.8784,2,1
2014-03-28,2014,1,3,March,Central,Iowa,Des Moines,Furniture,Tables,1184.7200,106.6248,4,1
2014-03-28,2014,1,3,March,Central,Iowa,Des Moines,Office Supplies,Envelopes,6.1200,2.8764,3,1
2014-03-28,2014,1,3,March,East,Ohio,Springfield,Furniture,Tables,330.5880,-143.2548,1,1
2014-03-28,2014,1,3,March,West,New Mexico,Albuquerque,Technology,Phones,302.3760,22.6782,3,1
2014-03-29,2014,1,3,March,Central,Texas,Plano,Furniture,Tables,890.8410,-152.7156,3,1
2014-03-30,2014,1,3,March,Central,Minnesota,Apple Valley,Office Supplies,Storage,129.3000,6.4650,2,1
2014-03-30,2014,1,3,March,Central,Texas,Brownsville,Furniture,Chairs,127.3020,-9.0930,7,1
2014-03-30,2014,1,3,March,Central,Texas,Brownsville,Office Supplies,Envelopes,335.7200,113.3055,5,1
2014-03-30,2014,1,3,March,Central,Texas,Brownsville,Technology,Phones,251.9440,88.1804,7,1
2014-03-30,2014,1,3,March,East,New York,Long Beach,Office Supplies,Art,49.6500,20.8530,5,1
2014-03-30,2014,1,3,March,East,New York,New York City,Office Supplies,Art,10.5000,2.9400,5,1
2014-03-30,2014,1,3,March,West,California,San Francisco,Furniture,Bookcases,205.6660,-12.0980,2,1
2014-03-30,2014,1,3,March,West,Washington,Seattle,Office Supplies,Labels,44.4000,22.2000,3,1
2014-03-30,2014,1,3,March,West,Washington,Seattle,Office Supplies,Storage,15.8400,0.0000,3,1
2014-03-31,2014,1,3,March,Central,Illinois,Chicago,Office Supplies,Binders,8.1340,-13.8278,7,1
2014-03-31,2014,1,3,March,Central,Illinois,Chicago,Technology,Accessories,79.9840,13.9972,2,1
2014-03-31,2014,1,3,March,East,Pennsylvania,Philadelphia,Office Supplies,Binders,0.8520,-0.5964,1,1
2014-03-31,2014,1,3,March,South,Florida,Miami,Office Supplies,Binders,1.8690,-1.3083,1,1
2014-03-31,2014,1,3,March,South,Florida,Tampa,Furniture,Chairs,1125.4880,98.4802,7,1
2014-03-31,2014,1,3,March,South,Florida,Tampa,Office Supplies,Art,4.0320,1.0584,2,1
2014-03-31,2014,1,3,March,South,Florida,Tampa,Office Supplies,Binders,12.6450,-10.1160,5,1
2014-03-31,2014,1,3,March,West,California,San Francisco,Office Supplies,Appliances,52.9800,14.8344,2,1
2014-03-31,2014,1,3,March,West,California,San Francisco,Office Supplies,Binders,673.5680,252.5880,2,1
2014-04-01,2014,2,4,April,East,Massachusetts,Revere,Office Supplies,Binders,6.2400,3.0576,2,1
2014-04-01,2014,2,4,April,East,Massachusetts,Revere,Office Supplies,Storage,66.9600,2.6784,4,1
2014-04-01,2014,2,4,April,West,California,Vallejo,Office Supplies,Binders,17.0880,5.5536,4,1
2014-04-01,2014,2,4,April,West,California,Vallejo,Office Supplies,Labels,29.6000,14.8000,2,1
2014-04-02,2014,2,4,April,Central,Texas,Houston,Office Supplies,Paper,60.2080,19.8170,12,1
2014-04-02,2014,2,4,April,South,Georgia,Athens,Office Supplies,Appliances,154.9000,40.2740,5,1
2014-04-02,2014,2,4,April,South,Georgia,Athens,Office Supplies,Paper,15.8400,7.1280,3,1
2014-04-02,2014,2,4,April,South,Georgia,Athens,Technology,Phones,1049.9300,293.9804,7,1
2014-04-02,2014,2,4,April,South,Virginia,Virginia Beach,Furniture,Furnishings,177.6800,46.1968,2,1
2014-04-03,2014,2,4,April,West,California,Los Angeles,Office Supplies,Envelopes,11.1600,5.5800,2,1
2014-04-03,2014,2,4,April,West,California,Los Angeles,Technology,Accessories,222.2900,80.0244,5,1
2014-04-04,2014,2,4,April,Central,Michigan,Detroit,Furniture,Furnishings,5.4700,2.3521,1,1
2014-04-04,2014,2,4,April,Central,Michigan,Detroit,Office Supplies,Art,79.3600,23.8080,4,1
2014-04-04,2014,2,4,April,South,Louisiana,Lafayette,Office Supplies,Paper,32.4000,15.6816,5,1
2014-04-04,2014,2,4,April,South,Louisiana,Lafayette,Office Supplies,Storage,232.5500,9.3020,5,1
